name,free_returns,items_sold,status,shipping,price
Acrylic Christmas Sweet Gingerbread House Earrings Drop Dangle Jewelry For Women,False,,Brand New,0,499
14k Gold over 925 Sterling Silver Round Cubic Zirconia Clear CZ Stud Earrings,True,161,Brand New,0,499
Silver Hoop Earrings 8mm 10mm 12mm 14mm 16mm Single Pair Sterling Silver 925,False,,Brand New,0,269
925 Silver Flower Butterfly Zircon Earrings Ear Stud Women Wedding Party Jewelry,False,,New (Other),0,97
925 Silver Ruby Ear Hook Drop Dangle Earrings Cubic Zirconia Anniversary Jewelry,True,81,Brand New,0,195
Women Elegant 925 Silver Ear Stud Dangle Hoop Earrings Wedding Party Jewelry,False,19,New (Other),0,80
Gingerbread Man Gold Glitter Christmas or anytime Dangle Earrings,True,49,New (Other),0,595
Fashion 925 Silver Gold Crystal Circles Earrings Hoop Drop Women Jewelry Gifts,False,614,New (Other),0,201
Gorgeous 925 Silver Hoop Earrings for Women Cubic Zirconia Wedding Jewelry Gift,True,52,Brand New,303,88
Black Stud Earrings Men Women Faux Gauges Ear Tunnel Stainless Steel Earrings,True,,Brand New,0,599
Cubic Zirconia Pretty Heart Jewelry  Silver Stud Earrings Women Gifts A Pair,True,183,Brand New,0,285
Amethyst Pretty  Silver Drop Earrings Women Anniversary Party Jewelry Gifts,True,257,Brand New,0,233
