name,free_returns,items_sold,status,shipping,price
Waterslide Full Nail Decals - Set of 10 Thanksgiving Fall Autumn Leaves,False,,New without box,0,235
13” Fall Thanksgiving Tinsel Wreath Autumn Colors,False,0,Brand New,800,145
1 Funny Thanksgiving Card with Envelope - First Turkeys Thanksgiving C3412TGG,False,,Brand New,0,498
Thanksgiving Artificial PumpkinsHome Decoration Set Mix of 50 Harvest Decoration,False,,Brand New,0,1788
Fall Pumpkin Thanksgiving Gather Autumn Linen Kitchen or Bath Towels Set of 2,False,,Brand New,0,1299
Fall Decorations Banner Fall Signs Cutouts Thanksgiving and Harvest Decoration ,True,0,Brand New,0,1244
"Fall Thanksgiving Cookie Cutter Set 12 PCS Pumpkin, Turkey, Maple Leaf, Oak ",False,0,Brand New,0,1050
"Thanksgiving ""Give Thanks"" Dinner Napkins Package of 20 NEW Made in USA",False,0,Brand New,379,229
17 Inch Thanksgiving Decorations 12 LEDs Lighted Window Silhouette - Turkey...,False,,Brand New,0,2364
"New ListingTISSUE PAPER HONEYCOMB 10"" PUMPKIN THANKSGIVING Vintage Lot Diecut Centerpieces",False,,Pre-Owned,0,2499
"Karen Scott (New with Tags) Black 3/4 Sleeve Decorated ""Thanksgiving"" Tee - 2X",False,,Brand New,499,2200
